ScientistName#preparation#date#components#login#password
Непогодина Людмила Петровна#Витамин С#0900-02-24#Chemical_80 Chemical_34 Chemical_87#Непогодина_ЛП#EZ37q1g4854kkgs364pN
Пудонин Виталий Данилович#Енап#0958-06-13#Chemical_4 Chemical_4 Chemical_92#Пудонин_ВД#e7915VL0Lwi7WU0w47H2
Крыницкий Владимир Борисович#Омепразол#0959-10-21#Chemical_4 Chemical_20 Chemical_41#Крыницкий_ВБ#1i74i2uJ32198CGFpg9Z
Ахмадуллин Александр Евгеньевич#Амитриптилин#0960-12-26#Chemical_90 Chemical_77 Chemical_84#Ахмадуллин_АЕ#e6sZ6394O4x23hl09UFv
Пудинова Мария Андреевна#Сетирозин#0961-06-17#Chemical_26 Chemical_95 Chemical_60#Пудинова_МА#H2J16OumJ95a4E71k82G
Пепинова Ева Ивановна#Ацетилсалициловая кислота#0963-02-26#Chemical_5 Chemical_62 Chemical_58#Пепинова_ЕИ#P12J8h798fhya4vs3x57
Пониматкин Артём Яковлевич#Бромгексин#0963-10-18#Chemical_11 Chemical_1 Chemical_69#Пониматкин_АЯ#wp4oxYC5822Z792R78aG
Горбецкий Альберт Павлович#Ёжик#0968-10-24#Chemical_79 Chemical_33 Chemical_90#Горбецкий_АП#R382n72uonMu8T9Q9i42
Манетов Павел Павлович#Бисакодил#0969-07-05#Chemical_11 Chemical_13 Chemical_51#Манетов_ПП#R65vm3MMcpW2j01k0137
Шабунов Юрий Алексиевич#Парацетамол#0970-10-22#Chemical_41 Chemical_31 Chemical_39#Шабунов_ЮА#w51K2455CEd9d7C5C4YI
Постатская Полина Алексеевна#Бензоилпероксид#0972-06-28#Chemical_12 Chemical_76 Chemical_81#Постатская_ПА#1qI55CvAe6F2Vt54293e
Беларова Вероника Михайловна#Бензоилпероксид#0979-04-08#Chemical_86 Chemical_62 Chemical_41#Беларова_ВМ#DYGycp1192dU07006q0Q
Федурин Владимир Алексеевич#Амитриптилин#0982-10-20#Chemical_5 Chemical_75 Chemical_78#Федурин_ВА#6N9qHX8XFd09014ng06i
Голубкова Ирина Игоревна#Аллопуринол#0983-02-03#Chemical_17 Chemical_4 Chemical_91#Голубкова_ИИ#x48z7amTd0AuY3617g04
Хвощинская Катерина Федоровна#Золаир#0984-06-19#Chemical_8 Chemical_80 Chemical_30#Хвощинская_КФ#L7Qp10p27C7P9hL3U5v3
Даданина Ксения Максимовна#Енап#0984-11-05#Chemical_4 Chemical_7 Chemical_89#Даданина_КМ#1pFQ8w17bL414c58R9Jj
Кочеляева Александра Игоревна#Лоразепам#0989-06-20#Chemical_89 Chemical_40 Chemical_79#Кочеляева_АИ#9h071INkCIT5q04Bg875
Магусумова Ирина Олеговна#Дикарбазин#0991-07-16#Chemical_51 Chemical_15 Chemical_2#Магусумова_ИО#1V86wBsl8sG4rG3723d3
Актанаев Игорь Валериевич#Бисопролол#0992-01-04#Chemical_2 Chemical_11 Chemical_72#Актанаев_ИВ#c5r857UTtM8F24LF18D0
Самрова Елизавета Евгеньевна#Сертралин#0992-02-25#Chemical_78 Chemical_50 Chemical_12#Самрова_ЕЕ#l6dt913eyG2ek467c98D
Череватова Вероника Вадимовна#Кандесартан#0998-12-19#Chemical_39 Chemical_85 Chemical_90#Череватова_ВВ#v88P3420Sy5VfB4j08JI
Плетцова Виолетта Богдановна#Дикарбазин#0999-04-28#Chemical_52 Chemical_83 Chemical_21#Плетцова_ВБ#lxpr98h259GZV1W443M2
Вазильева Марина Яковлевна#Валацикловир#1000-10-15#Chemical_31 Chemical_53 Chemical_1#Вазильева_МЯ#92vEOZx210Rq7VhC9746
Кушаев Геннадий Игоревич#Диклофенак#1001-05-07#Chemical_16 Chemical_48 Chemical_94#Кушаев_ГИ#Z4HEm68fH5Pz895U32b9
Савыкин Геннадий Георгиевич#Тианептин#1002-05-22#Chemical_46 Chemical_14 Chemical_72#Савыкин_ГГ#39n0BCSVe3793g461aVW
Шарафанова Виктория Егоровна#Протоник#1004-04-20#Chemical_9 Chemical_97 Chemical_88#Шарафанова_ВЕ#3TqA6E6201W70nSR0G7R
Шерекина Екатерина Николаевна#Симвастатин#1005-05-02#Chemical_44 Chemical_1 Chemical_79#Шерекина_ЕН#4qgs247zf320j34cFy3P
Поканкина Марина Михайловна#Глюкозамин#1008-12-26#Chemical_2 Chemical_85 Chemical_55#Поканкина_ММ#KL2h79kQ7Mth8231L43R
Ачин Герасим Данилович#Гидрохлоротиазид#1014-01-22#Chemical_18 Chemical_70 Chemical_37#Ачин_ГД#lQ71hl56X220k98PgS6Q
Хотькова Виктория Игоревна#Сертралин#1015-01-18#Chemical_77 Chemical_22 Chemical_2#Хотькова_ВИ#37EFhKs48c2y9TW05G01
Лакушова Тамара Ивановна#Бетаин#1016-09-01#Chemical_91 Chemical_90 Chemical_42#Лакушова_ТИ#3NJ6tia5rrp408jW1755
Зиганова Зинаида Кирилловна#Ранитидин#1018-11-14#Chemical_79 Chemical_78 Chemical_77#Зиганова_ЗК#EJTiT46Nq41242IN5Y86
Беклев Семён Яковлевич#Золедроновая кислота#1022-11-17#Chemical_54 Chemical_97 Chemical_80#Беклев_СЯ#r283CK5o77pHFh9x489q
Кашелев Борис Данилович#Метформин#1023-04-07#Chemical_97 Chemical_58 Chemical_29#Кашелев_БД#7sSg3g321nx6v007Lj0k
Илалов Тарас Яковлевич#Допамин#1025-05-04#Chemical_51 Chemical_21 Chemical_67#Илалов_ТЯ#3sF0N2D1898Xq7w5Va5i
Дугарский Александр Алексеевич#Спазмалгон#1026-06-26#Chemical_62 Chemical_71 Chemical_5#Дугарский_АА#VK583lsC682viM3sX810
Осицимский Алексей Юриевич#Норматен#1026-12-09#Chemical_81 Chemical_80 Chemical_35#Осицимский_АЮ#57y7A1Zo80WP41T5Cl9a
Мицина Светлана Кирилловна#Норматен#1032-04-04#Chemical_44 Chemical_16 Chemical_60#Мицина_СК#9MI4489scZv1P4J3G0g6
Хажкасимов Борис Алексиевич#Живина#1032-08-14#Chemical_54 Chemical_85 Chemical_12#Хажкасимов_БА#Tsa9c57UA8l2m165w7W0
Проселкова Зинаида Максимовна#Рибавирин#1032-10-19#Chemical_46 Chemical_99 Chemical_73#Проселкова_ЗМ#56j50nE0P078AM8g7xfN
Близнюкова Ирина Эдуардовна#Метформин#1034-08-26#Chemical_51 Chemical_60 Chemical_94#Близнюкова_ИЭ#2c14O0Xa4904zZIJJy93
Подласова Вера Андреевна#Рибавирин#1034-12-01#Chemical_80 Chemical_33 Chemical_46#Подласова_ВА#j2G05b32EeRR4e6568sf
Аранышев Иван Юрьевич#Тианептин#1035-08-27#Chemical_56 Chemical_60 Chemical_53#Аранышев_ИЮ#eCYGEJz20638s35P59h7
Скарлыкин Павел Яковлевич#Золедроновая кислота#1037-07-04#Chemical_5 Chemical_93 Chemical_49#Скарлыкин_ПЯ#1hK3r78Bvgb9866b0Kr3
Туржанский Семён Антонович#Уоллтапс#1042-06-13#Chemical_18 Chemical_78 Chemical_92#Туржанский_СА#593Sx7x70DSP0NT1UE76
Личутина Екатерина Богдановна#Женьшень#1042-06-18#Chemical_39 Chemical_62 Chemical_89#Личутина_ЕБ#ck463rouwC291kQX4014
Максимцев Станислав Николаевич#Зинорам#1045-01-13#Chemical_78 Chemical_13 Chemical_54#Максимцев_СН#1Iq84320Vl6FoLAb6q78
Размыкова Алина Кирилловна#Тианептин#1045-06-04#Chemical_86 Chemical_37 Chemical_69#Размыкова_АК#6K02r8r4a3J64uYGC01W
Мухоткин Валентин Кириллович#Пилипен#1051-12-04#Chemical_41 Chemical_17 Chemical_15#Мухоткин_ВК#07grBZFM8T3S364f58f8
Колтакова Алиса Максимовна#Иммунивит#1056-07-16#Chemical_52 Chemical_1 Chemical_80#Колтакова_АМ#2cj4126tdcc2wx5694iv
Типтева София Богдановна#Омепразол#1056-08-24#Chemical_28 Chemical_97 Chemical_54#Типтева_СБ#Cx40914S2JC84j1Cp7RZ
Бульдыгина Кира Михайловна#Рибавирин#1057-06-18#Chemical_57 Chemical_21 Chemical_81#Бульдыгина_КМ#4AM9v27H2zmf2t68p0o1
Тащенков Дмитрий Денисович#Триптаны#1059-08-28#Chemical_84 Chemical_14 Chemical_9#Тащенков_ДД#HBhJ81R06eVd0411P4S4
Потрягина Кристина Романовна#Пропанолол#1060-03-02#Chemical_58 Chemical_14 Chemical_83#Потрягина_КР#Jf09nJB3650QRo28U5P0
Ананчева Вероника Ивановна#Гидрохлоротиазид#1060-03-03#Chemical_98 Chemical_57 Chemical_56#Ананчева_ВИ#8qK6xf8u811Tyw29mB45
Гомбожапов Андрей Юриевич#Пентоксифиллин#1060-03-13#Chemical_82 Chemical_78 Chemical_67#Гомбожапов_АЮ#EWL94C7F30AkF3o35s12
Федулин Альберт Иванович#Амоксиклав#1063-06-15#Chemical_78 Chemical_30 Chemical_55#Федулин_АИ#98xkeR5UR784E69G0oC3
Цыцарцев Валерий Василиевич#Нитросорбид#1063-08-08#Chemical_21 Chemical_60 Chemical_8#Цыцарцев_ВВ#1g7aN1c18503SEIq9yJ9
Халипский Евгений Алексеевич#Пилипен#1068-05-23#Chemical_62 Chemical_13 Chemical_92#Халипский_ЕА#2U43EOq22TZV7m9m815A
Беломожнов Михаил Романович#Левотироксин#1072-09-24#Chemical_46 Chemical_12 Chemical_12#Беломожнов_МР#f7KP0d9XZ9515U24x7He
Чубанова Алёна Романовна#Мелоксикам#1072-11-13#Chemical_76 Chemical_38 Chemical_23#Чубанова_АР#fr28qy315vBk8F06I2B2
Гнетнев Григорий Денисович#Евалар солгар мультивитамини#1074-07-16#Chemical_12 Chemical_69 Chemical_99#Гнетнев_ГД#rY1y9hB1T40210Hz6oh9
Шаульская Надежда Максимовна#Дектанол#1077-04-05#Chemical_27 Chemical_31 Chemical_39#Шаульская_НМ#PaG77o27613cRio6je55
Бострикова Софья Романовна#Оланзапин#1080-12-09#Chemical_94 Chemical_40 Chemical_35#Бострикова_СР#d1i651HTC765Pe9B41xX
Шкутин Юрий Алексиевич#Рибавирин#1088-02-23#Chemical_49 Chemical_67 Chemical_24#Шкутин_ЮА#z3gw3cz814W05v4b1Zp7
Писеева Катерина Богдановна#Амоксиклав#1090-11-18#Chemical_18 Chemical_16 Chemical_47#Писеева_КБ#yS4a7ImXh7eHB2789622
Справников Игорь Адамович#Дуодарт#1091-06-24#Chemical_11 Chemical_85 Chemical_63#Справников_ИА#L2v3j06LrYMhX8286a90
Чарышкин Игорь Денисович#Рамиприл#1092-10-21#Chemical_41 Chemical_65 Chemical_60#Чарышкин_ИД#X7Y76L4XB9kZ6389vNk4
Потешных Дмитрий Иванович#Колчицин#1097-08-05#Chemical_97 Chemical_4 Chemical_22#Потешных_ДИ#1mq0ngU02XY5F5Q6t744
Чубокова Виолетта Валерьевна#Бактрим#1103-03-12#Chemical_6 Chemical_72 Chemical_15#Чубокова_ВВ#U2rFs2B3U30rgg2F6743
Курцапов Виктор Иванович#Витамин С#1104-12-05#Chemical_11 Chemical_22 Chemical_63#Курцапов_ВИ#7F7b0Fjow4e00n6c72t2
Ярычевский Максим Евгеньевич#Глюкозамин#1106-01-17#Chemical_34 Chemical_86 Chemical_88#Ярычевский_МЕ#2RK23Xa9TN7G10n8B68A
Могеев Станислав Алексиевич#Агонал#1106-11-23#Chemical_34 Chemical_87 Chemical_23#Могеев_СА#Q6U3b7d38e7hc23pL33D
Новеньких Валерий Борисович#Азитромицин#1107-06-25#Chemical_98 Chemical_81 Chemical_70#Новеньких_ВБ#I56e722Ah5y0q4k9PV6H
Юртайкина Зинаида Ивановна#Уоллтапс#1107-09-26#Chemical_14 Chemical_47 Chemical_64#Юртайкина_ЗИ#2aKasYb885q2x1c1817Q
Шалапугина Юлия Дмитриевна#Дуодарт#1109-04-27#Chemical_3 Chemical_17 Chemical_20#Шалапугина_ЮД#5PrB5oq0763758Y0BrJC
Камашкин Артём Вадимович#Итрафунгол#1114-02-27#Chemical_98 Chemical_32 Chemical_16#Камашкин_АВ#509gdF8O3M552i6c6Nqy
Шишанкова Алла Алексеевна#Бензоилпероксид#1115-02-04#Chemical_77 Chemical_66 Chemical_79#Шишанкова_АА#72225Wsd5Hl2IG54lW9B
Шадыкина Кристина Яковлевна#Габапентин#1115-03-22#Chemical_18 Chemical_15 Chemical_92#Шадыкина_КЯ#M632fXW50F681Jf2zP6d
Вендеров Никита Тимофеевич#Витамин С#1119-02-24#Chemical_43 Chemical_97 Chemical_3#Вендеров_НТ#99o6Q1DN93x0Uhw29k5o
Ярмизина Алиса Богдановна#Живина#1120-09-19#Chemical_11 Chemical_15 Chemical_69#Ярмизина_АБ#U3364l07wX8Z7Q0eVVx8
Родных Игорь Михаилович#Валидол#1123-03-07#Chemical_77 Chemical_45 Chemical_100#Родных_ИМ#6yt1ttr88002FG97Qw3z
Тихнова Ольга Богдановна#Глюкозамин#1124-07-15#Chemical_86 Chemical_62 Chemical_81#Тихнова_ОБ#654w3R42mDDS55iGQ93t
Биклинев Никита Фёдорович#Евалар солгар мультивитамини#1124-08-10#Chemical_26 Chemical_95 Chemical_71#Биклинев_НФ#K7V13Kj5Sz8e0L4bv549
Лушаков Руслан Василиевич#Омепразол#1128-03-25#Chemical_12 Chemical_17 Chemical_62#Лушаков_РВ#9E489iw41752qhfBK9wH
Шляпников Иван Максимович#Оксикодон#1128-07-09#Chemical_61 Chemical_27 Chemical_97#Шляпников_ИМ#7U41Yh5J5z5o6f54QP6U
Валкин Денис Олегович#Парацетамол#1129-04-09#Chemical_93 Chemical_33 Chemical_39#Валкин_ДО#ymk9Y8bb1H2Te098l880
Гаврилкин Вадим Василиевич#Уоллтапс#1135-11-22#Chemical_91 Chemical_96 Chemical_8#Гаврилкин_ВВ#jG4QW6OR01W60461VV3w
Бургов Иван Михаилович#Итрафунгол#1145-09-06#Chemical_26 Chemical_92 Chemical_80#Бургов_ИМ#6IhU669A17aYN2P3E96W
Холсин Константин Сергеевич#Кетопрофен#1148-04-05#Chemical_32 Chemical_86 Chemical_37#Холсин_КС#9Pc2842B1h7cBx0LC35o
Копнин Роман Юрьевич#Протоник#1148-05-10#Chemical_30 Chemical_53 Chemical_37#Копнин_РЮ#D74t6FI65eZE3XR047b2
Дрыкина Кристина Василевна#Метопролол#1152-05-06#Chemical_79 Chemical_60 Chemical_18#Дрыкина_КВ#cE80373aL4E6g4qlh6A0
Тайдаков Виталий Романович#Габапентин#1154-10-13#Chemical_10 Chemical_61 Chemical_4#Тайдаков_ВР#S1nHY64v334cD15Y40Mj
Модоров Яков Фёдорович#Агонал#1157-01-26#Chemical_43 Chemical_32 Chemical_25#Модоров_ЯФ#8215N32DDG79oIYR2s9q
Шинякова Светлана Егоровна#Зинорам#1157-11-16#Chemical_26 Chemical_5 Chemical_8#Шинякова_СЕ#6r2Xm6trXu730119Mel6
Томасов Владислав Максимович#Женьшень#1162-07-26#Chemical_69 Chemical_54 Chemical_57#Томасов_ВМ#82JtD29er4J2u4987bvZ
Духиева Алла Никитична#Гидрохлоротиазид#1163-04-13#Chemical_64 Chemical_11 Chemical_44#Духиева_АН#0kJ02jr42S20mQ822gbo
Ионкин Владимир Иванович#Ретардин#1164-04-22#Chemical_71 Chemical_3 Chemical_11#Ионкин_ВИ#H16YOfp61w8v924AZu96
Ващугина Надежда Петровна#Метформин#1166-02-10#Chemical_11 Chemical_45 Chemical_38#Ващугина_НП#2w4IF0IW27W14q2s7sa3
Миридинов Денис Денисович#Зылорик#1166-03-13#Chemical_17 Chemical_42 Chemical_97#Миридинов_ДД#U2sF37j7BA54B55t29cw
Кузубов Роман Кириллович#Триптаны#1167-06-06#Chemical_36 Chemical_64 Chemical_98#Кузубов_РК#Y6K03KI52kU1TtB0005U
Щуринова Ольга Вадимовна#Валацикловир#1171-09-14#Chemical_1 Chemical_26 Chemical_84#Щуринова_ОВ#2YLb34ty9O49630ZMW5D
Мазаркина Инна Сергеевна#Урсофальк#1174-11-25#Chemical_96 Chemical_27 Chemical_81#Мазаркина_ИС#aq9z64347M010Qgtd0pR
Хубежев Никита Борисович#Небиволол#1175-06-13#Chemical_16 Chemical_71 Chemical_7#Хубежев_НБ#oDk765xv4FUo2aQ61481
Кущенкова Алиса Михайловна#Бисопролол#1176-03-21#Chemical_77 Chemical_92 Chemical_31#Кущенкова_АМ#T779HEmJ9260kt771lDx
Семушин Эдуард Кириллович#Валацикловир#1178-02-21#Chemical_51 Chemical_23 Chemical_78#Семушин_ЭК#l0I537l38T2qDG5N1ST0
Копелькина Елизавета Алексеевна#Агонал#1181-05-22#Chemical_4 Chemical_58 Chemical_52#Копелькина_ЕА#iN27rfBhU10c123o678v
Щучина Галина Эдуардовна#Дексаметазон#1181-07-23#Chemical_37 Chemical_89 Chemical_64#Щучина_ГЭ#7m3hK7A226w2c19Ars6q
Мошевитин Юрий Виталиевич#Линезолид#1181-11-22#Chemical_48 Chemical_97 Chemical_5#Мошевитин_ЮВ#vE3fIp0YSb9yd3744332
Давличаров Павел Игоревич#Бензоилпероксид#1184-02-17#Chemical_32 Chemical_73 Chemical_98#Давличаров_ПИ#FY0n9B2Gl3L58i2950bm
Зыбинов Борис Тимофеевич#Парацетамол#1184-05-26#Chemical_41 Chemical_15 Chemical_54#Зыбинов_БТ#6696mXWv41Nqh9z5m40f
Шелмаков Георгий Николаевич#Золаир#1188-05-12#Chemical_93 Chemical_31 Chemical_58#Шелмаков_ГН#h0IE8r6l1995o4ku03Su
Жарченков Николай Евгеньевич#Зинорам#1191-04-27#Chemical_49 Chemical_10 Chemical_23#Жарченков_НЕ#080I6F8bRDI6o9ay176m
Кобызева Ольга Андреевна#Лантус#1198-01-23#Chemical_25 Chemical_64 Chemical_89#Кобызева_ОА#b821vL40Sj9sLG46w9F2
Дащинский Ярослав Данилович#Мидокалм#1198-09-04#Chemical_66 Chemical_33 Chemical_93#Дащинский_ЯД#9q4lM1k3pXo9V60X301W
Осоргин Григорий Денисович#Зылорик#1201-05-27#Chemical_63 Chemical_98 Chemical_69#Осоргин_ГД#1C5Roy874Gxn1E25s84m
Ивлюшин Георгий Николаевич#Амоксициллин#1202-01-01#Chemical_85 Chemical_54 Chemical_72#Ивлюшин_ГН#153svU762HAS687lbI3t
Помадкова Тамара Егоровна#Оланзапин#1213-01-09#Chemical_33 Chemical_8 Chemical_80#Помадкова_ТЕ#R55g4zAI4AY464m3w95w
Сусленков Игорь Денисович#Мезим#1214-05-15#Chemical_95 Chemical_79 Chemical_44#Сусленков_ИД#v8x3311f09L3q3bkUaz7
Алтамонов Борис Аркадиевич#Оланзапин#1215-11-17#Chemical_57 Chemical_81 Chemical_21#Алтамонов_БА#W04476YK604pQ4WsRlb7
Милавина Виолетта Аркадьевна#Росувастатин#1215-12-04#Chemical_40 Chemical_57 Chemical_47#Милавина_ВА#y55MPhS5t37M1cb0456A
Лужинская Евгения Евгеньевна#Росувастатин#1217-08-04#Chemical_28 Chemical_3 Chemical_32#Лужинская_ЕЕ#x81Qo22156bJ0aTy5p6l
Мадаминова Валерия Валерьевна#Транексамовая кислота#1219-09-11#Chemical_8 Chemical_80 Chemical_62#Мадаминова_ВВ#yc78v2C4N04450pW1ZiP
Домашников Яков Юрьевич#Ингавирин#1222-03-06#Chemical_52 Chemical_85 Chemical_87#Домашников_ЯЮ#i5LzV021lVpz1z44F968
Байдильдин Станислав Вадимович#Гропирон#1224-02-12#Chemical_17 Chemical_6 Chemical_88#Байдильдин_СВ#ArF36781rfe4xM17u92h
Лучшев Федор Алексеевич#Омега-3 кислоты#1231-01-14#Chemical_58 Chemical_87 Chemical_97#Лучшев_ФА#9n2q127pqdonDr58R412
Алшибекова Вероника Леонидовна#Преднизолон#1231-04-18#Chemical_64 Chemical_29 Chemical_68#Алшибекова_ВЛ#8W1z6s88kP815UAa1f9f
Закакуев Максим Фёдорович#Нимулид#1236-09-19#Chemical_64 Chemical_51 Chemical_51#Закакуев_МФ#GTB6qD74V1C86F3224Oi
Ароматова Анастасия Максимовна#Железа препараты#1239-07-25#Chemical_47 Chemical_7 Chemical_75#Ароматова_АМ#I52D8ca253bqI83cF3c1
Лутфиева Алина Викторовна#Преднизолон#1239-11-01#Chemical_32 Chemical_68 Chemical_74#Лутфиева_АВ#v1D5Ej9703K5o557ZIxK
Монастыров Иван Юриевич#Ибупрофен#1241-12-25#Chemical_30 Chemical_52 Chemical_21#Монастыров_ИЮ#6V6396VgZLj325s5v2lb
Липезина Анна Алексеевна#Тианептин#1244-04-02#Chemical_17 Chemical_84 Chemical_70#Липезина_АА#TIe12sy9O9yp160q10V4
Шехоболова Светлана Никитична#Железа препараты#1245-05-18#Chemical_45 Chemical_29 Chemical_5#Шехоболова_СН#2i4q1VF4GS95u7O88X0X
Вотова Лариса Олеговна#Линезолид#1245-11-26#Chemical_82 Chemical_82 Chemical_78#Вотова_ЛО#w78ae1iA479IBv96M24o
Рукавичкин Григорий Петрович#Бромгексин#1247-10-09#Chemical_15 Chemical_40 Chemical_5#Рукавичкин_ГП#PZ6pG2507i261y4vA2Ib
Гейдаров Артур Викторович#Бензоилпероксид#1251-01-09#Chemical_71 Chemical_94 Chemical_67#Гейдаров_АВ#4Ip7E7UPS6SZ2G2483c9
Нечахин Альберт Николаевич#Азитромицин#1254-03-20#Chemical_16 Chemical_15 Chemical_70#Нечахин_АН#t74i31IBLv7228dJy24Z
Кажайкина Карина Эдуардовна#Парацетамол#1254-11-19#Chemical_52 Chemical_10 Chemical_70#Кажайкина_КЭ#r1394xy7t3fdGN35R08Y
Калмыков Эдуард Георгиевич#Лоразепам#1256-01-24#Chemical_59 Chemical_99 Chemical_20#Калмыков_ЭГ#qM5q878J27922kRIgqu5
Крутцов Станислав Юриевич#Росувастатин#1256-01-26#Chemical_8 Chemical_39 Chemical_82#Крутцов_СЮ#4NXM165pD6eqF43f3G83
Семовских Лиза Викторовна#Пропанолол#1256-04-10#Chemical_75 Chemical_31 Chemical_8#Семовских_ЛВ#Ox38379l3b68nLWXQ33e
Такинова Жанна Эдуардовна#Тикалиптин#1257-06-04#Chemical_2 Chemical_60 Chemical_35#Такинова_ЖЭ#u5zA203Mr03un2Vh8X11
Стенцова Лиза Петровна#Диклофенак#1261-11-17#Chemical_65 Chemical_13 Chemical_29#Стенцова_ЛП#o87Sw2U22c0h40od6gz0
Бушина Софья Олеговна#Глюкозамин#1262-08-12#Chemical_62 Chemical_31 Chemical_84#Бушина_СО#P78Zk2O4kg438wll234S
Кваснинов Кирилл Адамович#Ретардин#1267-09-14#Chemical_22 Chemical_11 Chemical_68#Кваснинов_КА#kE7C9258n5Nq6SQZ9h05
Кофтерова Алёна Никитична#Левотироксин#1268-01-22#Chemical_99 Chemical_59 Chemical_84#Кофтерова_АН#5p4Yo2J16ZM7W882g0dj
Искуснова Алла Максимовна#Золедроновая кислота#1269-06-24#Chemical_80 Chemical_10 Chemical_51#Искуснова_АМ#f9325l60g4z2G6OTJrG4
Мятченкова Евгения Сергеевна#Омепразол#1273-04-07#Chemical_23 Chemical_29 Chemical_48#Мятченкова_ЕС#4dai2x6Uxv0Z9527aW48
Рубинов Руслан Иванович#Рамиприл#1276-02-24#Chemical_38 Chemical_46 Chemical_16#Рубинов_РИ#6l371404i7aGj9VG0rDX
Яловкина Елизавета Игоревна#Тикалиптин#1278-05-05#Chemical_23 Chemical_34 Chemical_81#Яловкина_ЕИ#8gIS935d8kc762zA19DE
Буглина Инна Михайловна#Ацетилсалициловая кислота#1278-10-17#Chemical_66 Chemical_100 Chemical_62#Буглина_ИМ#w74JT8Kj74zDzxr52806
Севастокин Виктор Романович#Мидокалм#1279-04-15#Chemical_2 Chemical_64 Chemical_2#Севастокин_ВР#71B7zfk05ceqa35511le
Масульская Инна Максимовна#Оланзапин#1286-04-02#Chemical_18 Chemical_9 Chemical_77#Масульская_ИМ#00j518b50k5VP3BqfU9d
Заиров Кирилл Максимович#Пропанолол#1288-01-06#Chemical_27 Chemical_70 Chemical_95#Заиров_КМ#Hi087Pl343j6p9M1C1tK
